"method","total_budget","reference_budget","chosen_index","chosen_move_label","chosen_allocation_count","chosen_estimate","chosen_prob_best","chosen_expected_regret","reference_best_index","reference_best_move_label","proxy_pcs","simple_regret","mse","finite_runtime_seconds","reference_runtime_seconds","reference_gap_estimate","reference_gap_lower_95","reference_gap_upper_95","reference_certified","difficulty_label"
"thompson",160,2000,9,"6->5, 8->2",24,0.673076923076923,NA,NA,5,"8->7, 13->7",0,0.0594059405940593,0.0125137570068069,0.0970000000000004,1.256,0.0594059405940593,-0.0370051980085275,0.155817079196646,FALSE,"moderate"
